DIYID,Name,Category,NameID
180,ようふうのさく,マイル,557
181,わふうのさく,マイル,588
182,アイアンガーデンチェア,その他,17
183,アイアンガーデンテーブル,その他,18
184,アイアンガーデンベンチ,アネキ女,19
185,アイアンワークテーブル,アネキ女,24
186,アイアンクロゼット,アネキ女,20
187,アイアンシェルフ,アネキ女,21
188,アイアンハンガースタンド,コワイ男,23
189,かさたて,コワイ男,138
190,フライパン,その他,471
191,どら,コワイ男,394
192,ておしポンプ,その他,382
193,おり,コワイ男,115
194,ケトルベル,ハキハキ男,197
195,バーベル,ハキハキ男,415
196,てっこつ,ハキハキ男,384
197,ごえもんぶろ,コワイ男,202
198,マンホール,マイル,504
199,アイアンウォールランプ,その他,6
200,アイアンウォールラック,キザ男,5
201,アイアンなドアプレート,アネキ女,22
202,エンブレムなドアプレート,キザ男,89
203,てっこつのかべ,キザ男,385
204,てっぱんのゆか,キザ男,388
205,アイアンアーマーヘルメット,コワイ男,4
206,アイアンアーマー,コワイ男,2
207,アイアンアーマーシューズ,コワイ男,3
208,ペグとロープ,マイル,477
209,てつのさく,マイル,386
210,てつのステッキ,フーコ,387
211,アイアンウッドチェア,キザ男,11
212,アイアンウッドワゴン,キザ男,16
213,アイアンウッドチェスト,オトナ女,12
214,アイアンウッドテーブル,コワイ男,13
215,アイアンウッドローテーブル,オトナ女,15
216,アイアンウッドベッド,キザ男,14
217,アイアンウッドカップボード,オトナ女,8
218,アイアンウッドキッチン,その他,9
219,アイアンウッドDIYテーブル,コワイ男,7
220,ガーデンベンチ,オトナ女,124
221,アイアンウッドクロック,キザ男,10
222,きんののべぼう,オトナ女,183
223,おうごんのしょっき,オトナ女,92
224,おうごんのしょくだい,キザ男,91
225,おうごんのベンチ,オトナ女,97
226,おうごんのひつぎ,キザ男,96
227,おうごんのトイレ,オトナ女,94
228,きんのまねきねこ,オトナ女,186
229,おうごんのはぐるま,キザ男,95
230,きんのスカラベ,ぼんやり男,180
231,きんのアロワナ,ぼんやり男,177
232,おうごんのかべ,キザ男,90
233,きんぱくのふすま,キザ男,187
234,おうごんのゆか,キザ男,98
235,ゴールデンアーマーヘルメット,キザ男,215
236,ゴールデンアーマー,キザ男,213
237,ゴールデンアーマーシューズ,キザ男,214
238,おうごんのステッキ,フーコ,93
239,ほしくさのベッド,その他,480
240,たにくしょくぶつ,その他,342
241,テラリウム,ふつう女,389
242,スワッグ,ふつう女,298
243,かべかけのはっぱ,その他,143
244,ハンギングテラリウム,ゲンキ女,439
245,ジャングルのかべがみ,ハキハキ男,265
246,じゅかいなかべ,ふつう女,267
247,ジャングルのゆか,ハキハキ男,266
248,しばふのゆか,ゲンキ女,261
249,はっぱ,ハキハキ男,421
250,はっぱのおめん,ゲンキ女,422
251,はっぱのかさ,アネキ女,423
252,さんどがさ,キザ男,255
253,かさぼうし,コワイ男,139
254,みの,ふつう女,513
255,こしみの,ふつう女,219
256,みどりのこしみの,ゲンキ女,510
257,くさあみリュック,ふつう女,191
258,わらぼしのさく,マイル,590
259,いけがき,その他,62
260,オレンジのサイドテーブル,ぼんやり男,120
261,オレンジのかべかけどけい,ぼんやり男,118
262,オレンジのかべがみ,ぼんやり男,119
263,オレンジのラグ,ぼんやり男,123
264,オレンジのかさ,ぼんやり男,117
265,オレンジのぼうし,ぼんやり男,122
266,オレンジのふく,ぼんやり男,121
267,さくらんぼのスピーカー,ゲンキ女,247
268,さくらんぼのランプ,ゲンキ女,251
269,さくらんぼのかべがみ,ゲンキ女,246
270,さくらんぼのラグ,ゲンキ女,250
271,さくらんぼのかさ,ゲンキ女,245
272,さくらんぼのぼうし,ゲンキ女,249
273,さくらんぼのふく,ゲンキ女,248
274,モモのチェア,ふつう女,538
275,モモのビックリばこ,ふつう女,539
276,モモのかべがみ,ふつう女,537
277,モモのラグ,ふつう女,542
278,モモのかさ,ふつう女,536
279,モモのぼうし,ふつう女,541
280,モモのふく,ふつう女,540
281,ナシのクロゼット,ハキハキ男,402
282,ナシのベッド,ハキハキ男,404
283,ナシのかべがみ,ハキハキ男,401
284,ナシのラグ,ハキハキ男,406
285,ナシのかさ,ハキハキ男,400
286,ナシのぼうし,ハキハキ男,405
287,ナシのふく,ハキハキ男,403
288,リンゴのチェア,アネキ女,572
289,リンゴのテレビ,アネキ女,573
290,リンゴのかべがみ,アネキ女,571
291,リンゴのラグ,アネキ女,576
292,リンゴのかさ,アネキ女,570
293,リンゴのぼうし,アネキ女,575
294,リンゴのふく,アネキ女,574
295,ココナッツジュース,オトナ女,218
296,パームツリーランプ,オトナ女,416
297,ヤシのウォールプランター,オトナ女,543
298,フルーツバスケット,コワイ男,474
299,フルーツウォーターサーバー,コワイ男,472
300,フルーツのリース,コワイ男,473
301,ようほうばこ,ハキハキ男,559
302,ビーハイブなかべ,ハキハキ男,450
303,ハチミツなゆか,ハキハキ男,419
304,つまれたほん,ぼんやり男,367
305,マイクロライブラリー,ふつう女,485
306,もくせいのほんだな,ぼんやり男,529
307,ライブラリーなかべ,ふつう女,564
308,マガジンラック,ゲンキ女,486
309,ざっしのたば,ゲンキ女,253
310,マンガライブラリーなかべ,ゲンキ女,503
311,しょるいのやま,キザ男,276
312,ちらばったかみ,キザ男,364
313,ダンボールチェア,ぼんやり男,348
314,ダンボールソファ,ゲンキ女,347
315,ダンボールテーブル,ゲンキ女,349
316,ダンボールベッド,ぼんやり男,350
317,ひっこしダンボールS,ゲンキ女,456
318,ひっこしダンボールM,ぼんやり男,455
319,ひっこしダンボールL,ぼんやり男,454
320,ざぶとんのやま,コワイ男,254
321,ドラムかんぶろ,ハキハキ男,395
322,くまのトクダイちゃん,ゲンキ女,192
323,ストリートピアノ,アネキ女,291
324,マネーなゆか,オトナ女,490
325,スターライト,フーコ,287
326,みかづきチェア,フーコ,505
327,つき,フーコ,365
328,いんせき,フーコ,78
329,アストロノーツ,フーコ,33
330,ロケット,フーコ,582
331,じんこうえいせい,フーコ,277
332,スペースシャトル,フーコ,296
333,ゆうじんうちゅうせん,フーコ,547
334,ちゃくりくせん,フーコ,356
335,げつめんいどうしゃ,フーコ,195
336,そらとぶえんばん,フーコ,309
337,ヒーローロボ,マイル,451
338,スタークロック,フーコ,282
339,スターなガーランド,フーコ,283
340,ほしぞらのかべ,フーコ,481
341,スターなかべ,フーコ,284
342,うちゅうせんのかべ,フーコ,81
343,ぎんがけいのゆか,フーコ,175
344,げつめんのゆか,フーコ,196
345,うちゅうせんのゆか,フーコ,82
346,おほしさまのあたま,フーコ,113
347,スターなポシェット,フーコ,286
348,スターなステッキ,フーコ,285
349,アリエスのもくば,フーコ,41
350,タウラスのバスタブ,フーコ,321
351,ジェミニのクロゼット,フーコ,256
352,キャンサーのテーブル,フーコ,171
353,レオのちょうこく,フーコ,577
354,ヴァルゴのハープ,フーコ,79
355,リブラのてんびん,フーコ,568
356,スコーピオのランプ,フーコ,280
357,サジタリアスのや,フーコ,252
358,カプリコーンのおきもの,フーコ,142
359,アクエリアスのみずがめ,フーコ,31
360,ピスケスのランプ,フーコ,453
361,たけのスツール,オトナ女,333
362,たけのベンチ,ふつう女,338
363,たけのキャンドルホルダー,オトナ女,328
364,たけのスクリーン,コワイ男,332
365,たけのまり,ふつう女,340
366,たけのシェルフ,オトナ女,331
367,たけのべんとうばこ,オトナ女,339
368,いろり,その他,74
369,ししおどし,コワイ男,258
370,たけのかご,オトナ女,327
371,たけのフロアスタンド,ふつう女,337
372,たけのスピーカー,オトナ女,335
373,たけのくるまどめ,ハキハキ男,329
374,バンブードラム,ハキハキ男,446
375,たけのいちりんざし,ハキハキ男,326
376,バンブーなかべ,コワイ男,447
377,バンブーなゆか,コワイ男,448
378,ダークなバンブーラグ,コワイ男,316
379,たけがき,マイル,325
380,たけのビックリばこ,春のわかたけ,336
381,みどりのおちば,春のわかたけ,509
382,ながしそうめん,春のわかたけ,399
383,せいろ,春のわかたけ,299
384,たけのこランプ,春のわかたけ,330
385,ちくりんのかべ,春のわかたけ,354
386,ライトなバンブーラグ,春のわかたけ,563
387,しょいこ,春のわかたけ,268
388,たけのステッキ,春のわかたけ,334
389,さくらのはなびらのやま,桜の花びら,242
390,さくらのぼんさい,桜の花びら,244
391,さくらのえだ,桜の花びら,238
392,おはなみセット,桜の花びら,110
393,おはなみのちょうちん,桜の花びら,111
394,さくらクロック,桜の花びら,234
395,さくらなみきのかべ,桜の花びら,235
396,さくらのウッドウォール,桜の花びら,236
397,さくらのじゅうたん,桜の花びら,240
398,さくらのウッドフローリング,桜の花びら,237
399,さくらのかさ,桜の花びら,239
400,さくらのポシェット,桜の花びら,243
401,さくらのステッキ,桜の花びら,241
402,かいがらのスツール,アネキ女,127
403,かいがらのふんすい,ぼんやり男,131
404,かいがらのテーブル,ゲンキ女,130
405,かいがらのベッド,ゲンキ女,132
406,かいがらのスクリーン,アネキ女,126
407,かいがらのアーチ,ぼんやり男,125
408,かいがらのランプ,アネキ女,134
409,かいがらのスピーカー,アネキ女,129
410,すなはまのゆか,ハキハキ男,292
411,かいがらのラグ,ゲンキ女,133
412,かいがらのリース,夏のかいがら,135
413,みなみのうみなかべ,夏のかいがら,511
414,すいちゅうのかべがみ,夏のかいがら,279
415,うみのそこのゆか,夏のかいがら,87
416,ほしのすなはまのゆか,夏のかいがら,482
417,みなものゆか,夏のかいがら,512
418,かいがらポシェット,夏のかいがら,136
419,かいがらのステッキ,夏のかいがら,128
420,きいろのおちば,どんぐり,147
421,あかいおちば,紅葉の葉っぱ,29
422,おちば,どんぐり,105
423,おちばのたきび,どんぐり,107
424,おちばスツール,紅葉の葉っぱ,106
425,やじろべえ,どんぐり,544
426,きのみのランプ,どんぐり,170
427,ちいさなきのみのツリー,どんぐり,352
428,おおきなきのみのツリー,紅葉の葉っぱ,99
429,きのみのアーチ,紅葉の葉っぱ,168
430,マツのぼんさい,どんぐり,488
431,きのみのモビール,どんぐり,169
432,こうようのかべ,紅葉の葉っぱ,200
433,こうようのゆか,紅葉の葉っぱ,201
434,もみじのかさ,紅葉の葉っぱ,534
435,もみじのポシェット,紅葉の葉っぱ,535
436,どんぐりポシェット,どんぐり,398
437,キノコのスツール,きのこ,160
438,キノコのげんぼく,きのこ,158
439,キノコのテーブル,きのこ,162
440,キノコのランプ,きのこ,166
441,キノコのパラソル,きのこ,163
442,キノコのスクリーン,きのこ,159
443,キノコのリース,きのこ,167
444,キノコのもりのかべ,きのこ,164
445,キノコのかべがみ,きのこ,157
446,キノコのもりのゆか,きのこ,165
447,キノコのかさ,きのこ,156
448,キノコのステッキ,きのこ,161
449,アイスキャンディー,ゆきだるま,25
450,こおりのイス,ゆきだるま,205
451,こおりのカウンター,ゆきだるま,206
452,こおりのテーブル,ゆきだるま,209
453,こおりのベッド,ゆきだるま,212
454,こおりのパーテーション,ゆきだるま,210
455,こおりのアーチ,ゆきだるま,203
456,こおりのはしら,ゆきだるま,211
457,こおりのアート,ゆきだるま,204
458,こおりのツリー,ゆきだるま,208
459,3だんゆきだるま,ゆきだるま,1
460,アイスなかべがみ,ゆきだるま,26
461,アイスなゆか,ゆきだるま,27
462,ゆきだるまのぼうし,ゆきだるま,548
463,こおりのステッキ,ゆきだるま,207
464,ゆきのけっしょうのリース,ゆきのけっしょう,550
465,ゲレンデなかべがみ,ゆきのけっしょう,198
466,ひょうざんのかべ,ゆきのけっしょう,463
467,スノーフレークのかべがみ,ゆきのけっしょう,293
468,ゲレンデのゆか,ゆきのけっしょう,199
469,りゅうひょうのゆか,ゆきのけっしょう,569
470,スノーフレークポシェット,ゆきのけっしょう,294
471,おまつりのコマ,オーナメント,114
472,クリスマスキャンドル,オーナメント,193
473,テーブルクリスマスツリー,オーナメント,380
474,かわいいクリスマスツリー,オーナメント,145
475,おおきなクリスマスツリー,オーナメント,100
476,ゆきのイルミネーション,オーナメント,549
477,プレゼントのイルミネーション,オーナメント,475
478,トナカイのイルミネーション,オーナメント,393
479,ツリーのイルミネーション,オーナメント,378
480,オーナメントのモビール,オーナメント,101
481,オーナメントのリース,オーナメント,102
482,クリスマスなかべ,オーナメント,194
483,アネモネのせんぷうき,ぼんやり男,38
484,キクのクッション,ゲンキ女,151
485,コスモスのシャワー,オトナ女,223
486,チューリップのビックリばこ,ハキハキ男,362
487,バラのベッド,キザ男,433
488,パンジーのテーブル,ふつう女,444
489,ヒヤシンスのランプ,アネキ女,461
490,ユリのレコードプレーヤー,コワイ男,556
491,スタンドフラワー,アネキ女,288
492,アネモネのリース,NPC(全員),39
493,クールなアネモネのリース,NPC(全員),188
494,シックなアネモネのリース,NPC(全員),259
495,キクのリース,NPC(全員),153
496,ファンシーなキクのリース,NPC(全員),465
497,ナチュラルなキクのリース,NPC(全員),409
498,コスモスのリース,NPC(全員),225
499,キュートなコスモスのリース,NPC(全員),173
500,シックなコスモスのリース,NPC(全員),260
501,チューリップのリース,NPC(全員),363
502,キュートなチューリップのリース,NPC(全員),174
503,ダークなチューリップのリース,NPC(全員),314
504,バラのリース,NPC(全員),434
505,ファンシーなバラのリース,NPC(全員),466
506,ダークなバラのリース,NPC(全員),315
507,あおいバラのリース,NPC(全員),28
508,きんのバラのリース,NPC(全員),185
509,パンジーのリース,NPC(全員),445
510,ポップなパンジーのリース,NPC(全員),483
511,クールなパンジーのリース,NPC(全員),189
512,ヒヤシンスのリース,NPC(全員),462
513,クールなヒヤシンスのリース,NPC(全員),190
514,むらさきのヒヤシンスのリース,NPC(全員),514
515,ユリのリース,NPC(全員),555
516,ファンシーなユリのリース,NPC(全員),467
517,ダークなユリのリース,NPC(全員),317
518,アネモネのかんむり,NPC(全員),34
519,アネモネのかんむり・クール,NPC(全員),35
520,アネモネのかんむり・パープル,NPC(全員),36
521,キクのかんむり,NPC(全員),148
522,キクのかんむり・シック,NPC(全員),149
523,キクのかんむり・シンプル,NPC(全員),150
524,コスモスのかんむり,NPC(全員),220
525,コスモスのかんむり・ラブリー,NPC(全員),222
526,コスモスのかんむり・ダーク,NPC(全員),221
527,チューリップのかんむり,NPC(全員),358
528,チューリップのかんむり・シック,NPC(全員),359
529,チューリップのかんむり・ダーク,NPC(全員),360
530,バラのかんむり,NPC(全員),427
531,バラのかんむり・キュート,NPC(全員),428
532,バラのかんむり・シック,NPC(全員),430
533,バラのかんむり・ブルー,NPC(全員),431
534,バラのかんむり・ゴールド,NPC(全員),429
535,パンジーのかんむり,NPC(全員),440
536,パンジーのかんむり・クール,NPC(全員),441
537,パンジーのかんむり・パープル,NPC(全員),442
538,ヒヤシンスのかんむり,NPC(全員),457
539,ヒヤシンスのかんむり・クール,NPC(全員),458
540,ヒヤシンスのかんむり・パープル,NPC(全員),459
541,ユリのかんむり,NPC(全員),551
542,ユリのかんむり・キュート,NPC(全員),552
543,ユリのかんむり・ダーク,NPC(全員),553
544,アネモネのステッキ,フーコ,37
545,キクのステッキ,フーコ,152
546,コスモスのステッキ,フーコ,224
547,チューリップのステッキ,フーコ,361
548,バラのステッキ,フーコ,432
549,パンジーのステッキ,フーコ,443
550,ヒヤシンスのステッキ,フーコ,460
551,ユリのステッキ,フーコ,554
552,イースターなスツール,イースター(風船・ボトル),49
553,イースターなテーブル,イースター(風船・ボトル),51
554,イースターなクロゼット,イースター(風船・ボトル),47
555,イースターなドレッサー,イースター(風船・ボトル),52
556,イースターなベッド,イースター(ぴょんたろう),56
557,イースターなランプ,イースター(風船・ボトル),60
558,イースターなバルーンA,イースター(風船・ボトル),54
559,イースターなバルーンB,イースター(風船・ボトル),55
560,イースターなアーチ,イースター(ぴょんたろう),43
561,ぴょんたろうのおきあがりこぼし,イースター(ぴょんたろう),464
562,イースターなウォールクロック,イースター(風船・ボトル),44
563,イースターなライトガーランド,イースター(風船・ボトル),58
564,イースターなリース,イースター(風船・ボトル),61
565,イースターなかべがみ,イースター(風船・ボトル),45
566,イースターなゆか,イースター(風船・ボトル),57
567,イースターなラグ,イースター(風船・ボトル),59
568,じめんのたまごのから,イースター(ひらめき),262
569,じめんのたまごのふく,イースター(ひらめき),264
570,じめんのたまごのくつ,イースター(ひらめき),263
571,いわのたまごのから,イースター(ひらめき),75
572,いわのたまごのふく,イースター(ひらめき),77
573,いわのたまごのくつ,イースター(ひらめき),76
574,はっぱのたまごのから,イースター(ひらめき),424
575,はっぱのたまごのふく,イースター(ひらめき),426
576,はっぱのたまごのくつ,イースター(ひらめき),425
577,ウッディなたまごのから,イースター(ひらめき),84
578,ウッディなたまごのふく,イースター(ひらめき),86
579,ウッディなたまごのくつ,イースター(ひらめき),85
580,そらとぶたまごのから,イースター(ひらめき),310
581,そらとぶたまごのふく,イースター(ひらめき),312
582,そらとぶたまごのくつ,イースター(ひらめき),311
583,サカナのたまごのから,イースター(ひらめき),230
584,サカナのたまごのふく,イースター(ひらめき),232
585,サカナのたまごのくつ,イースター(ひらめき),231
586,たまごのパーティーハット,イースター(ひらめき),344
587,たまごのパーティーワンピ,イースター(ひらめき),345
588,イースターなかんむり,イースター(住人),46
589,イースターなバッグ,イースター(住人),53
590,イースターなさく,イースター(風船・ボトル),48
591,イースターなステッキ,イースター(ぴょんたろう),50
