DIYID,Name,Category,NameID,Filename
58,まるたのベッド,ゲンキ女,515,FtrLogBedW_Remake_0_0
59,まるたのかざりだな,ふつう女,508,FtrLogShelf_Remake_0_0
60,まるたのかべかけどけい,ぼんやり男,509,FtrLogClockWall_Remake_0_0
61,まるたのくい,キザ男,510,FtrWoodPile_Remake_0_0
62,つみきのおもちゃ,「はじめてのDIYレシピ」,376,FtrBlockBrick_Remake_0_0
63,つみきスツール,ゲンキ女,372,FtrBlockStoolS_Remake_0_0
64,つみきチェア,「チャレンジ!DIYレシピ」,373,FtrBlockChairS_Remake_0_0
65,つみきベンチ,アネキ女,379,FtrBlockChairL_Remake_0_0
66,つみきテーブル,アネキ女,375,FtrBlockTableL_Remake_0_0
67,つみきチェスト,ふつう女,374,FtrBlockChest_Remake_0_0
68,つみきベッド,ふつう女,378,FtrBlockBedS_Remake_0_0
69,つみきブックシェルフ,「チャレンジ!DIYレシピ」,377,FtrBlockShelf_Remake_0_0
70,つみきコンポ,「チャレンジ!DIYレシピ」,371,FtrBlockCompo_Remake_0_0
71,つみきウォールクロック,ゲンキ女,370,FtrBlockClock_Remake_0_0
72,そぼくなせんめんだい,「こんなモノまで?!DIY」,307,FtrWashstandBowl_Remake_0_0
73,そぼくなもくせいかんばん,ハキハキ男,308,FtrSignWood_Remake_0_0
74,ナチュラルなガーデンチェア,ゲンキ女,409,FtrGardenChairNatural_Remake_0_0
75,ナチュラルなスクエアテーブル,ふつう女,412,FtrGardenTableSNatural_Remake_0_0
76,ナチュラルなガーデンテーブル,ふつう女,410,FtrGardenTableNatural_Remake_0_0
77,ロッキングチェア,「チャレンジ!DIYレシピ」,599,FtrRockingchair_Remake_0_0
78,ベンチブランコ,「チャレンジ!DIYレシピ」,480,FtrSwingWood_Remake_0_0
79,ハリボテのくさ,ふつう女,439,FtrHariboteGrass_Remake_0_0
80,ハリボテのいけがき,ふつう女,437,FtrHariboteHedge_Remake_0_0
81,ハリボテのやま,ハキハキ男,440,FtrHariboteMountain_Remake_0_0
82,ハリボテのき,ハキハキ男,438,FtrHariboteTree_Remake_0_0
83,ちゃぶだい,コワイ男,359,FtrDiningtableJapan_Remake_0_0
84,トロフィーケース,ハキハキ男,399,FtrTrophycase
85,ておしぐるま,ぼんやり男,383,FtrKatakatatoy_Remake_0_0
86,もくば,ふつう女,548,FtrRockinghorse_Remake_0_0
87,とりかご,アネキ女,398,FtrBirdcage_Remake_0_0
88,ふめんだい,ぼんやり男,472,FtrMusicstand_Remake_0_0
89,アコースティックギター,キザ男,32,FtrAcorsticguitar_Remake_0_0
90,いぬごや,ハキハキ男,73,FtrDoghouse_Remake_0_0
91,たる,コワイ男,348,FtrPirateBarrel
92,もくせいのバケツ,キザ男,544,FtrBucketWood
93,バターかくはんき,オトナ女,420,FtrButtermixer_Remake_0_0
94,すばこ,ゲンキ女,297,FtrBirdhouse_Remake_0_0
95,えんげいワゴン,ゲンキ女,90,FtrGardenwagon_Remake_0_0
96,ぼんさいだな,コワイ男,486,FtrBonsaiShelf
97,やたい,マイル,561,FtrFloat_Remake_0_0
98,みちしるべ,ぼんやり男,523,FtrSignpost_Remake_0_0
99,ナナメのみちしるべ,ぼんやり男,413,FtrSignpostTilt_Remake_0_0
100,せかいのみちしるべ,マイル,303,FtrSignpostWorld_Remake_0_0
101,そり,コワイ男,315,FtrSled_Remake_0_0
102,わなげ,「チャレンジ!DIYレシピ」,603,FtrQuoits_Remake_0_0
103,マトリョーシカ,ぼんやり男,505,FtrMatryoshka_Remake_0_0
104,ウクレレ,キザ男,82,FtrUkulele_Remake_0_0
105,もくぎょ,「こんなモノまで?!DIY」,531,FtrMokugyo_Remake_0_0
106,せんたくおけ,「はじめてのDIYレシピ」,306,FtrWashtub
107,カッティングボード,ふつう女,143,FtrCuttingboard_Remake_0_0
108,デコイ,キザ男,385,FtrDecoy_Remake_0_0
109,まき,ハキハキ男,503,FtrFirewood
110,もくせいのこうぐばこ,ふつう女,542,FtrToolboxWood_Remake_0_0
111,キーハンガー,アネキ女,148,FtrKeyhanger_Remake_0_0
112,ブーメラン,ぼんやり男,470,FtrBoomerang_Remake_0_0
113,しかのオブジェ,ぼんやり男,259,FtrHuntingtrophy_Remake_0_0
114,いちまいいたのかんばん,コワイ男,72,FtrSignboardWood_Remake_0_0
115,ボーンなドアプレート,ぼんやり男,481,FtrDoorPlateBone_Remake_0_0
116,にくきゅうのドアプレート,ゲンキ女,414,FtrDoorOrnamentPaw_Remake_0_0
117,ログなドアプレート,オトナ女,596,FtrDoorOrnamentLog_Remake_0_0
118,ミックスウッドのかべ,オトナ女,524,RoomTexWallMixwood00
119,よせぎのかべ,ふつう女,578,RoomTexWallMixPlankWood00
120,ダークなよせぎのかべ,アネキ女,320,RoomTexWallMixPlankWood01
121,ワイルドウッドのかべ,コワイ男,601,RoomTexWallWildWood00
122,ちゃいろいヘリンボーンのかべ,アネキ女,357,RoomTexWallHerringbone00
123,こげちゃのヘリンボーンのかべ,キザ男,218,RoomTexWallHerringbone01
124,ふしありウッドウォール,キザ男,471,RoomTexWallCedar00
125,ログハウスのかべ,ゲンキ女,597,RoomTexWallLog00
126,ウッディなかべ,ハキハキ男,85,RoomTexWallFireWood00
127,せおいばしご,ハキハキ男,302,BagBackpackWood0
128,よこいたのさく,マイル,577,ItemFenceHorizontalWood
129,たていたのさく,マイル,343,ItemFenceVerticalWood
130,まるたのさく,マイル,511,ItemFenceLog
131,トゲトゲのさく,マイル,394,ItemFenceSharply
132,ゆうしてっせん,マイル,562,ItemFenceBarbedWire
133,そぼくなもくせいのさく,マイル,309,ItemFenceNatural
134,ラティス,マイル,581,ItemFenceLatiiceNatural
135,オリエンタルなさく,マイル,118,ItemFenceChinese
136,あきかんカリンバ,ゴミ(あきカン),30,FtrKalimbaCan_Remake_0_0
137,タイヤのゆうぐ,ゴミ(タイヤ),322,FtrPlayingtire_Remake_0_0
138,つまれたタイヤ,ゴミ(タイヤ),368,FtrTyres_Remake_0_0
139,ゴミぶくろ,ゴミ,229,FtrGarbagebag_Remake_0_0
140,ゴミのやまなかべ,ゴミ,228,RoomTexWallGarbage00
141,おへやのゆか,ゴミ,114,RoomTexFloorGarbage00
142,リサイクルながぐつ,ゴミ(ながぐつ),583,ShoesKneeRecyclingboots0
143,ねんどのおもちゃ,コワイ男,415,FtrClaytoy_Remake_0_0
144,すやきのしょっき,オトナ女,299,FtrDishesUnglazed_Remake_0_0
145,とうきのジャグ,オトナ女,392,FtrPotteryjug_Remake_0_0
146,かめ,コワイ男,146,FtrKame_Remake_0_0
147,アロマポット,オトナ女,42,FtrAlomapot_Remake_0_0
148,たぬきのおきもの,コワイ男,345,FtrOrnamentTanuki
149,いしがま,「こんなモノまで?!DIY」,64,FtrStoneoven_Remake_0_0
150,レンガのいど,マイル,594,FtrWellBrick_Remake_0_0
151,サイロ,マイル,230,FtrSilo_Remake_0_0
152,レンガのカベ,マイル,595,ItemFenceWallRenga
153,いしのスツール,「はじめてのDIYレシピ」,67,FtrStoneChair
154,いしのテーブル,ぼんやり男,68,FtrStoneTable
155,バードバス,オトナ女,416,FtrBirdbus_Remake_0_0
156,みずのみば,マイル,522,FtrDrinkingfountain_Remake_0_0
157,ふんすい,マイル,478,FtrFountain_Remake_0_0
158,よくあるにわいし,ぼんやり男,576,FtrGardenrock
159,ひくいにわいし,オトナ女,454,FtrGardenrockLow
160,こけむしたにわいし,ぼんやり男,219,FtrGardenrockMoss
161,たかいにわいし,オトナ女,324,FtrGardenrockTall
162,ストーンアーチ,マイル,292,FtrRockArch_Remake_0_0
163,サウナストーブ,ぼんやり男,231,FtrStoveSauna
164,シンプルないど,マイル,280,FtrWell
165,ろてんぶろ,マイル,600,FtrOpenairbath_Remake_0_0
166,しょうはブロック,マイル,271,FtrTetrapod
167,ようふうのはかいし,ふつう女,574,FtrGravestoneEuropean_Remake_0_0
168,わふうのはかいし,ぼんやり男,605,FtrGravestoneJapan_Remake_0_0
169,せきしし,キザ男,304,FtrSekishishi_Remake_0_0
170,せきひ,マイル,305,FtrRockMonument_Remake_0_0
171,とうろう,キザ男,393,FtrStonelantern_Remake_0_0
172,いしのみずうけ,オトナ女,69,FtrStonewaterbowl_Remake_0_0
173,いしのみずうけ～さくら～,桜の花びら,70,FtrStonewaterbowlSakura
174,いしのみずうけ～もみじ～,紅葉の葉っぱ,71,FtrStonewaterbowlAutumun
175,かせきのドアプレート,ハキハキ男,142,FtrDoorOrnamentFossil_Remake_0_0
176,いしのかべ,キザ男,66,RoomTexWallBasement00
177,ランダムストーンのかべ,オトナ女,582,RoomTexWallStone00
178,ちかしつのゆか,キザ男,355,RoomTexFloorBasement00
179,いしかべ,マイル,63,ItemFenceStone
180,ようふうのさく,マイル,573,ItemFenceIronAndStone
181,わふうのさく,マイル,604,ItemFenceJapanese
182,アイアンガーデンチェア,アネキ女,17,FtrIrongardenChair_Remake_0_0
183,アイアンガーデンテーブル,アネキ女,18,FtrIrongardenTable_Remake_0_0
184,アイアンガーデンベンチ,アネキ女,19,FtrIrongardenBench_Remake_0_0
185,アイアンワークテーブル,アネキ女,24,FtrIronTableM_Remake_0_0
186,アイアンクロゼット,アネキ女,20,FtrIronClosetLR_Remake_0_0
187,アイアンシェルフ,アネキ女,21,FtrIronShelf_Remake_0_0
188,アイアンハンガースタンド,コワイ男,23,FtrIronHanger_Remake_0_0
189,かさたて,コワイ男,140,FtrUmbrellastand_Remake_0_0
190,フライパン,「はじめてのDIYレシピ」,473,FtrPan_Remake_0_0
191,どら,コワイ男,396,FtrTamtam_Remake_0_0
192,ておしポンプ,ぼんやり男,384,FtrHandpump_Remake_0_0
193,おり,コワイ男,117,FtrScreenCage_Remake_0_0
194,ケトルベル,ハキハキ男,199,FtrKettlebell_Remake_0_0
195,バーベル,ハキハキ男,417,FtrBarbell_Remake_0_0
196,てっこつ,ハキハキ男,386,FtrIronframe_Remake_0_0
197,ごえもんぶろ,コワイ男,204,FtrGoemonburo
198,マンホール,マイル,520,FtrManhole_Remake_0_0
199,アイアンウォールランプ,「こんなモノまで?!DIY」,6,FtrIronLampW_Remake_0_0
200,アイアンウォールラック,キザ男,5,FtrIronShelfW_Remake_0_0
201,アイアンなドアプレート,アネキ女,22,FtrDoorOrnamentIron_Remake_0_0
202,エンブレムなドアプレート,キザ男,91,FtrDoorOrnamentCrest_Remake_0_0
203,てっこつのかべ,キザ男,387,RoomTexWallSteel00
204,てっぱんのゆか,キザ男,390,RoomTexFloorSteel00
205,アイアンアーマーヘルメット,コワイ男,4,CapFullfaceKnightIron
206,アイアンアーマー,コワイ男,2,TopsTexOnepieceOverallLPlatearmorIron
207,アイアンアーマーシューズ,コワイ男,3,ShoesKneeKnightIron
208,ペグとロープ,マイル,479,ItemFencePegRope
209,てつのさく,マイル,388,ItemFenceSteel
210,ウェディングなさく,ウェディング,80,ItemFenceJuneBride
211,てつのステッキ,フーコ,389,ToolStickIron
212,アイアンウッドチェア,キザ男,10,FtrIronwoodChairS_Remake_0_0
213,アイアンウッドワゴン,キザ男,15,FtrIronwoodServingcart_Remake_0_0
214,アイアンウッドチェスト,オトナ女,11,FtrIronwoodChest_Remake_0_0
215,アイアンウッドテーブル,コワイ男,12,FtrIronwoodTableL_Remake_0_0
216,アイアンウッドローテーブル,オトナ女,14,FtrIronwoodTableM_Remake_0_0
217,アイアンウッドベッド,キザ男,13,FtrIronwoodBedS_Remake_0_0
218,アイアンウッドカップボード,オトナ女,7,FtrIronwoodCupboard_Remake_0_0
219,アイアンウッドキッチン,「こんなモノまで?!DIY」,8,FtrIronwoodKitchen_Remake_0_0
220,アイアンウッドDIYテーブル,コワイ男,16,FtrWorkbenchIronwood_Remake_0_0
221,ガーデンベンチ,オトナ女,126,FtrParkbenche_Remake_0_0
222,アイアンウッドクロック,キザ男,9,FtrIronwoodClockW_Remake_0_0
223,きんののべぼう,オトナ女,185,FtrGoldbar
224,おうごんのしょっき,オトナ女,94,FtrGoldDishes
225,おうごんのしょくだい,キザ男,93,FtrGoldCandlestand
226,おうごんのベンチ,オトナ女,99,FtrGoldbench
227,おうごんのひつぎ,キザ男,98,FtrGoldCoffin
228,おうごんのトイレ,オトナ女,96,FtrGoldWC
229,きんのまねきねこ,オトナ女,188,FtrManekinekoGold
230,おうごんのはぐるま,キザ男,97,FtrGearWallGold
231,きんのスカラベ,ぼんやり男,182,FtrInsectKabutomushiGold
232,きんのアロワナ,ぼんやり男,179,FtrFishArowanaGold
233,おうごんのかべ,キザ男,92,RoomTexWallGold00
234,きんぱくのふすま,キザ男,189,RoomTexWallFusumaGorgeous00
235,おうごんのゆか,キザ男,100,RoomTexFloorGold00
236,ゴールデンアーマーヘルメット,キザ男,217,CapFullfaceKnightGold
237,ゴールデンアーマー,キザ男,215,TopsTexOnepieceOverallLPlatearmorGold
238,ゴールデンアーマーシューズ,キザ男,216,ShoesKneeKnightGold
239,おうごんのステッキ,フーコ,95,ToolStickGolden
240,ほしくさのベッド,「はじめてのDIYレシピ」,482,FtrHaybed_Remake_0_0
241,たにくしょくぶつ,ゴミ(あきカン),344,FtrPlantSucculents
242,テラリウム,ふつう女,391,FtrTerrarium_Remake_0_0
243,スワッグ,ふつう女,300,FtrFlowerSwag_Remake_0_0
244,かべかけのはっぱ,「チャレンジ!DIYレシピ」,145,FtrLeafWall_Remake_0_0
245,ハンギングテラリウム,ゲンキ女,441,FtrTerrariumWall_Remake_0_0
246,ジャングルのかべがみ,ハキハキ男,267,RoomTexWallJungle00
247,じゅかいなかべ,ふつう女,269,RoomTexWallJukai00
248,ジャングルのゆか,ハキハキ男,268,RoomTexFloorJungle00
249,しばふのゆか,ゲンキ女,263,RoomTexFloorLawn00
250,はっぱ,ハキハキ男,423,AccessoryMouthLeafGreen
251,はっぱのおめん,ゲンキ女,424,CapMaskLeaf0
252,はっぱのかさ,アネキ女,425,UmbrellaLeaf0
253,さんどがさ,キザ男,257,CapHatSandogasa0
254,かさぼうし,コワイ男,141,CapHatAjiroBeige
255,みの,ふつう女,529,TopsTexTopCoatLStrawBeige
256,こしみの,ふつう女,221,BottomsTexSkirtBoxGrass0
257,みどりのこしみの,ゲンキ女,526,BottomsTexSkirtBoxGrass1
258,くさあみリュック,ふつう女,193,BagBackpackGrass0
259,わらぼしのさく,マイル,606,ItemFenceDriedStraw
260,いけがき,その他,62,ItemFenceIkegaki
261,オレンジのサイドテーブル,ぼんやり男,122,FtrFruitsTableS_Remake_0_0
262,オレンジのかべかけどけい,ぼんやり男,120,FtrFruitsClockW_Remake_0_0
263,オレンジのかべがみ,ぼんやり男,121,RoomTexWallOrange00
264,オレンジのラグ,ぼんやり男,125,RugOtherOrangeM00
265,オレンジのかさ,ぼんやり男,119,UmbrellaOrange0
266,オレンジのぼうし,ぼんやり男,124,CapHatOrange
267,オレンジのふく,ぼんやり男,123,TopsTexOnepieceAlineNOrange
268,さくらんぼのスピーカー,ゲンキ女,249,FtrFruitsMusic_Remake_0_0
269,さくらんぼのランプ,ゲンキ女,253,FtrFruitsLampW_Remake_0_0
270,さくらんぼのかべがみ,ゲンキ女,248,RoomTexWallCherry00
271,さくらんぼのラグ,ゲンキ女,252,RugOtherCherryM00
272,さくらんぼのかさ,ゲンキ女,247,UmbrellaCherry0
273,さくらんぼのぼうし,ゲンキ女,251,CapHatCherry0
274,さくらんぼのふく,ゲンキ女,250,TopsTexOnepieceAlineNCherry0
275,モモのチェア,ふつう女,554,FtrFruitsChairPeach_Remake_0_0
276,モモのビックリばこ,ふつう女,555,FtrFruitsBox_Remake_0_0
277,モモのかべがみ,ふつう女,553,RoomTexWallPeach00
278,モモのラグ,ふつう女,558,RugOtherPeachM00
279,モモのかさ,ふつう女,552,UmbrellaPeach0
280,モモのぼうし,ふつう女,557,CapHatPeach0
281,モモのふく,ふつう女,556,TopsTexOnepieceAlineNPeach0
282,ナシのクロゼット,ハキハキ男,404,FtrFruitsClosetLR_Remake_0_0
283,ナシのベッド,ハキハキ男,406,FtrFruitsBedS_Remake_0_0
284,ナシのかべがみ,ハキハキ男,403,RoomTexWallPear00
285,ナシのラグ,ハキハキ男,408,RugOtherPearM00
286,ナシのかさ,ハキハキ男,402,UmbrellaPear0
287,ナシのぼうし,ハキハキ男,407,CapHatPear0
288,ナシのふく,ハキハキ男,405,TopsTexOnepieceAlineNPear0
289,リンゴのチェア,アネキ女,588,FtrFruitsChairApple_Remake_0_0
290,リンゴのテレビ,アネキ女,589,FtrFruitsTV_Remake_0_0
291,リンゴのかべがみ,アネキ女,587,RoomTexWallApple00
292,リンゴのラグ,アネキ女,592,RugOtherAppleM00
293,リンゴのかさ,アネキ女,586,UmbrellaApple0
294,リンゴのぼうし,アネキ女,591,CapHatApple0
295,リンゴのふく,アネキ女,590,TopsTexOnepieceAlineNApple0
296,ココナッツジュース,オトナ女,220,FtrCoconutjuice
297,パームツリーランプ,オトナ女,418,FtrPalmtreelamp_Remake_0_0
298,ヤシのウォールプランター,オトナ女,559,FtrPlanterPalm
299,フルーツバスケット,コワイ男,476,FtrFruitbasket
300,フルーツウォーターサーバー,コワイ男,474,FtrFruitswater
301,フルーツのリース,コワイ男,475,FtrDoorOrnamentWreathFruit
302,ようほうばこ,ハキハキ男,575,FtrBeekeepingbox_Remake_0_0
303,ビーハイブなかべ,ハキハキ男,452,RoomTexWallHoney00
304,ハチミツなゆか,ハキハキ男,421,RoomTexFloorHoney00
305,つまれたほん,ぼんやり男,369,FtrBooks_Remake_0_0
306,マイクロライブラリー,ふつう女,501,FtrMicrolibrary_Remake_0_0
307,もくせいのほんだな,ぼんやり男,545,FtrBookshelf_Remake_0_0
308,ライブラリーなかべ,ふつう女,580,RoomTexWallLibrary00
309,マガジンラック,ゲンキ女,502,FtrMagazinerack_Remake_0_0
310,ざっしのたば,ゲンキ女,255,FtrMagagine_Remake_0_0
311,マンガライブラリーなかべ,ゲンキ女,519,RoomTexWallLibrary01
312,しょるいのやま,キザ男,278,FtrOfficePapers_Remake_0_0
313,ちらばったかみ,キザ男,366,FtrFloorpapers_Remake_0_0
314,ダンボールチェア,ぼんやり男,350,FtrCardboardChairS_Remake_0_0
315,ダンボールソファ,ゲンキ女,349,FtrCardboardSofaL_Remake_0_0
316,ダンボールテーブル,ゲンキ女,351,FtrCardboardTableL_Remake_0_0
317,ダンボールベッド,ぼんやり男,352,FtrCardboardBedS_Remake_0_0
318,ひっこしダンボールS,ゲンキ女,458,FtrMovingboxS
319,ひっこしダンボールM,ぼんやり男,457,FtrMovingboxM
320,ひっこしダンボールL,ぼんやり男,456,FtrMovingboxL
321,ざぶとんのやま,コワイ男,256,FtrCushionJapanPile_Remake_0_0
322,ドラムかんぶろ,ハキハキ男,397,FtrDrumcanbath_Remake_0_0
323,くまのトクダイちゃん,ゲンキ女,194,FtrBearXL_Remake_0_0
324,ストリートピアノ,アネキ女,293,FtrPianoStreet_Remake_0_0
325,マネーなゆか,オトナ女,506,RoomTexFloorBill00
326,スターライト,フーコ,289,FtrStarLamp_Remake_0_0
327,みかづきチェア,フーコ,521,FtrStarMoonChairL_Remake_0_0
328,つき,フーコ,367,FtrMoon
329,いんせき,フーコ,78,FtrMeteo
330,アストロノーツ,フーコ,33,FtrSpacesuit
331,ロケット,フーコ,598,FtrRocket
332,じんこうえいせい,フーコ,279,FtrSatellite
333,スペースシャトル,フーコ,298,FtrShuttle
334,ゆうじんうちゅうせん,フーコ,563,FtrSpacecraft
335,ちゃくりくせん,フーコ,358,FtrModule
336,げつめんいどうしゃ,フーコ,197,FtrMoonrover
337,そらとぶえんばん,フーコ,311,FtrUFO
338,ヒーローロボ,マイル,453,FtrHerorobot_Remake_0_0
339,スタークロック,フーコ,284,FtrStarClock_Remake_0_0
340,スターなガーランド,フーコ,285,FtrStarDecorationWall_Remake_0_0
341,ほしぞらのかべ,フーコ,483,RoomSpWallStarSky00
342,スターなかべ,フーコ,286,RoomSpWallStarPrint00
343,うちゅうせんのかべ,フーコ,83,RoomSpWallSF00
344,ぎんがけいのゆか,フーコ,177,RoomSpFloorGalaxy00
345,げつめんのゆか,フーコ,198,RoomTexFloorLunar00
346,うちゅうせんのゆか,フーコ,84,RoomSpFloorSF00
347,おほしさまのあたま,フーコ,115,CapCostumeStar0
348,スターなポシェット,フーコ,288,BagShoulderStar0
349,スターなステッキ,フーコ,287,ToolChangeStick
350,アリエスのもくば,フーコ,41,FtrZodiacAries
351,タウラスのバスタブ,フーコ,323,FtrZodiacTaurus
352,ジェミニのクロゼット,フーコ,258,FtrZodiacGemini
353,キャンサーのテーブル,フーコ,173,FtrZodiacCancer
354,レオのちょうこく,フーコ,593,FtrZodiacLeo
355,ヴァルゴのハープ,フーコ,79,FtrZodiacVirgo
356,リブラのてんびん,フーコ,584,FtrZodiacLibra
357,スコーピオのランプ,フーコ,282,FtrZodiacScorpio
358,サジタリアスのや,フーコ,254,FtrZodiacSagittarius
359,カプリコーンのおきもの,フーコ,144,FtrZodiacCapricornus
360,アクエリアスのみずがめ,フーコ,31,FtrZodiacAquarius
361,ピスケスのランプ,フーコ,455,FtrZodiacPisces
362,たけのスツール,オトナ女,335,FtrBambooStool_Remake_0_0
363,たけのベンチ,ふつう女,340,FtrBambooChairL_Remake_0_0
364,たけのキャンドルホルダー,オトナ女,330,FtrBambooCandle_Remake_0_0
365,たけのスクリーン,コワイ男,334,FtrBambooScreen_Remake_0_0
366,たけのまり,ふつう女,342,FtrBambooBall_Remake_0_0
367,たけのシェルフ,オトナ女,333,FtrBambooShelf_Remake_0_0
368,たけのべんとうばこ,オトナ女,341,FtrBambooLunch_Remake_0_0
369,いろり,「こんなモノまで?!DIY」,74,FtrIrori
370,ししおどし,コワイ男,260,FtrShishiodoshi_Remake_0_0
371,たけのかご,オトナ女,329,FtrBambooBasket_Remake_0_0
372,たけのフロアスタンド,ふつう女,339,FtrBambooLamp_Remake_0_0
373,たけのスピーカー,オトナ女,337,FtrBambooMusic_Remake_0_0
374,たけのくるまどめ,ハキハキ男,331,FtrBambooCarstop_Remake_0_0
375,バンブードラム,ハキハキ男,448,FtrBamboodrum_Remake_0_0
376,たけのいちりんざし,ハキハキ男,328,FtrBambooFlowerwall_Remake_0_0
377,バンブーなかべ,コワイ男,449,RoomTexWallBamboo00
378,バンブーなゆか,コワイ男,450,RoomTexFloorBamboo00
379,ダークなバンブーラグ,コワイ男,318,RugRectBambooM01
380,たけがき,マイル,327,ItemFenceBamboo
381,たけのビックリばこ,春のわかたけ,338,FtrBambooSurprisedbox
382,みどりのおちば,春のわかたけ,525,FtrFallenleavesGreen
383,ながしそうめん,春のわかたけ,401,FtrBambooSomen
384,せいろ,春のわかたけ,301,FtrBasketsteamer
385,たけのこランプ,春のわかたけ,332,FtrBambooshootLamp
386,ちくりんのかべ,春のわかたけ,356,RoomTexWallChikurin00
387,ライトなバンブーラグ,春のわかたけ,579,RugRectBambooM00
388,しょいこ,春のわかたけ,270,BagBackpackBasket0
389,たけのステッキ,春のわかたけ,336,ToolStickBamboo
390,さくらのはなびらのやま,桜の花びら,244,FtrSakuraPetal
391,さくらのぼんさい,桜の花びら,246,FtrBonsaiSakura
392,さくらのえだ,桜の花びら,240,FtrSakuraBranch
393,おはなみセット,桜の花びら,112,FtrSakuraPicnicset
394,おはなみのちょうちん,桜の花びら,113,FtrSakuraLantern_Remake_0_0
395,さくらクロック,桜の花びら,236,FtrSakuraClockW_Remake_0_0
396,さくらなみきのかべ,桜の花びら,237,RoomSpWallSakura00
397,さくらのウッドウォール,桜の花びら,238,RoomTexWallSolidWood00
398,さくらのじゅうたん,桜の花びら,242,RoomTexFloorSakura00
399,さくらのウッドフローリング,桜の花びら,239,RoomTexFloorSolidWood00
400,さくらのかさ,桜の花びら,241,UmbrellaCherryblossom0
401,さくらのポシェット,桜の花びら,245,BagShoulderCherryblossoms0
402,さくらのステッキ,桜の花びら,243,ToolStickCherryblossom
403,かいがらのスツール,アネキ女,129,FtrShellStoolS_Remake_0_0
404,かいがらのふんすい,ぼんやり男,133,FtrShellFountain_Remake_0_0
405,かいがらのテーブル,ゲンキ女,132,FtrShellTableL_Remake_0_0
